order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
328,14-01-2023 15:00,0.68,1770,338,1676,Road,Rain,62.3,High,0
329,14-01-2023 16:00,0.97,640,132,1306.9,Rail,Rain,19.2,Low,0
330,14-01-2023 17:00,0.73,2196,368,1255.9,Air,Fog,10.9,Medium,1
331,14-01-2023 18:00,0.96,3554,307,722.1,Road,Clear,7.5,Low,0
332,14-01-2023 19:00,0.81,3018,396,1512.8,Sea,Fog,65.7,Medium,0
333,14-01-2023 20:00,0.62,4702,314,1526.4,Road,Clear,17.1,Low,0
334,14-01-2023 21:00,0.92,683,298,471.5,Road,Rain,5.9,Low,0
335,14-01-2023 22:00,0.62,2666,199,1948.6,Road,Fog,39.5,High,1
336,14-01-2023 23:00,0.93,4019,403,267,Rail,Clear,71.5,High,0
337,15-01-2023 00:00,0.6,4679,452,774.3,Rail,Clear,7.3,High,0
338,15-01-2023 01:00,0.87,2639,475,307.5,Air,Storm,39,High,1
339,15-01-2023 02:00,0.67,4405,234,1017.4,Sea,Storm,38.4,Low,1
340,15-01-2023 03:00,0.74,3457,6,215.5,Road,Fog,6.9,High,1
341,15-01-2023 04:00,0.98,794,480,183.6,Road,Storm,3.2,High,0
342,15-01-2023 05:00,0.79,2135,34,1410.9,Air,Storm,18.7,Medium,1
343,15-01-2023 06:00,0.86,3513,347,1411.6,Rail,Clear,20.6,High,0
344,15-01-2023 07:00,0.9,3826,2,1842.5,Road,Storm,37.7,Medium,0
345,15-01-2023 08:00,0.64,2883,147,279.7,Rail,Clear,66,Medium,0
346,15-01-2023 09:00,0.94,4701,447,639.9,Sea,Fog,22.6,Low,0
347,15-01-2023 10:00,0.97,703,476,47.8,Sea,Storm,61.9,Low,1
348,15-01-2023 11:00,0.66,4463,255,835.6,Air,Storm,3.9,High,0
349,15-01-2023 12:00,0.82,2583,98,980.6,Road,Storm,18.1,Low,0
350,15-01-2023 13:00,0.71,2000,232,906.7,Road,Fog,9.5,Low,1
351,15-01-2023 14:00,0.9,3445,338,1003.1,Rail,Clear,22.2,Low,0
352,15-01-2023 15:00,0.61,3435,107,596.1,Air,Storm,28.4,Low,0
353,15-01-2023 16:00,0.81,52,228,291.1,Road,Clear,13.1,Medium,0
354,15-01-2023 17:00,0.92,2302,179,233.5,Air,Clear,59.3,Low,1
355,15-01-2023 18:00,0.89,1906,427,567.2,Road,Fog,50.6,Low,0
356,15-01-2023 19:00,0.64,1195,125,1127.2,Rail,Clear,20.7,Low,1
357,15-01-2023 20:00,0.93,2452,215,1599.6,Rail,Clear,57.7,High,0
358,15-01-2023 21:00,0.7,3624,480,1298.8,Road,Rain,18.6,Medium,1
359,15-01-2023 22:00,0.92,994,410,223.3,Air,Rain,7.6,Low,0
360,15-01-2023 23:00,0.8,3878,466,1158.2,Air,Rain,56.7,Medium,0
361,16-01-2023 00:00,0.66,3134,216,342.7,Air,Storm,13.1,High,0
362,16-01-2023 01:00,0.89,3501,372,351.7,Sea,Clear,15.9,Low,0
363,16-01-2023 02:00,0.92,2537,261,1478,Rail,Clear,58.3,High,0
364,16-01-2023 03:00,0.88,4923,136,466.2,Road,Clear,49.7,Low,0
365,16-01-2023 04:00,0.99,3223,296,122.6,Road,Fog,57.4,Medium,0
366,16-01-2023 05:00,0.7,3969,278,851.8,Sea,Clear,14.9,High,0
367,16-01-2023 06:00,0.69,2824,318,708.2,Rail,Storm,57.8,Low,0
368,16-01-2023 07:00,0.66,1608,71,1249.8,Road,Rain,29.3,Medium,1
369,16-01-2023 08:00,0.82,2910,309,630.6,Sea,Clear,42.5,Low,0
370,16-01-2023 09:00,0.76,1372,246,1591.4,Sea,Clear,12.1,Medium,0
371,16-01-2023 10:00,0.74,3007,50,1671.6,Air,Clear,34.9,High,1
372,16-01-2023 11:00,0.78,344,275,828.3,Road,Clear,28.7,High,0
373,16-01-2023 12:00,0.71,4806,343,1288,Air,Storm,32.2,Low,0
374,16-01-2023 13:00,0.6,1236,410,1249.7,Rail,Storm,34.1,Low,0
375,16-01-2023 14:00,0.79,2930,85,1911.5,Air,Fog,23,Low,1
376,16-01-2023 15:00,0.71,839,242,1436.8,Air,Fog,29.3,High,1
377,16-01-2023 16:00,0.78,1071,226,214,Air,Rain,62.4,Medium,0
378,16-01-2023 17:00,0.97,801,53,868.6,Rail,Storm,62.7,High,0
379,16-01-2023 18:00,0.67,1937,447,1173.4,Sea,Clear,71.7,High,1
380,16-01-2023 19:00,0.85,2979,329,1472.6,Air,Rain,69.5,Low,0
381,16-01-2023 20:00,0.86,3355,54,1570.2,Rail,Rain,48.4,Low,1
382,16-01-2023 21:00,0.71,82,189,1093,Sea,Clear,51.3,Medium,0
383,16-01-2023 22:00,0.79,1308,370,557.4,Sea,Fog,27,High,1
384,16-01-2023 23:00,0.99,1270,378,1468,Sea,Rain,32.1,Low,1
385,17-01-2023 00:00,0.74,648,258,648.8,Air,Clear,5.6,Medium,0
386,17-01-2023 01:00,0.88,1929,293,837.3,Road,Storm,30.6,Low,0
387,17-01-2023 02:00,0.94,1786,474,423.4,Rail,Fog,47.8,High,0
388,17-01-2023 03:00,0.74,1543,82,1757,Rail,Storm,66.1,Low,1
389,17-01-2023 04:00,1,3634,385,281.5,Rail,Storm,46.1,Low,0
390,17-01-2023 05:00,0.85,4930,49,518,Rail,Storm,46.4,Low,0
391,17-01-2023 06:00,0.8,3104,381,1400,Rail,Clear,62.2,Medium,0
392,17-01-2023 07:00,0.89,2499,54,1178.6,Rail,Rain,34.1,Medium,1
393,17-01-2023 08:00,0.77,4221,270,786.4,Road,Clear,53,Low,0
394,17-01-2023 09:00,0.88,1190,187,1201.1,Sea,Fog,48.6,Low,0
395,17-01-2023 10:00,0.71,269,55,1464,Sea,Fog,20.1,Medium,0
396,17-01-2023 11:00,0.97,4381,328,1167,Rail,Fog,16.7,High,0
397,17-01-2023 12:00,0.82,1959,250,19.1,Rail,Storm,4.3,Medium,1
398,17-01-2023 13:00,0.7,2312,223,1020.3,Rail,Rain,45.7,Medium,0
399,17-01-2023 14:00,0.77,2658,176,207.2,Sea,Clear,50.7,High,1
400,17-01-2023 15:00,0.96,2742,378,1459.7,Rail,Storm,30,Medium,0
401,17-01-2023 16:00,0.92,718,68,12.7,Rail,Fog,2.1,Low,0
402,17-01-2023 17:00,0.79,336,325,436.5,Road,Storm,55.2,Low,0
403,17-01-2023 18:00,0.74,4153,288,1270.7,Rail,Clear,19,Low,0
404,17-01-2023 19:00,0.75,83,257,1695.2,Sea,Clear,11.2,High,0
405,17-01-2023 20:00,0.99,933,188,65.9,Sea,Storm,19.9,Low,1
406,17-01-2023 21:00,0.64,1702,205,545.6,Rail,Clear,56,Low,0
407,17-01-2023 22:00,0.96,2370,350,1151.5,Sea,Clear,66.3,Medium,0
408,17-01-2023 23:00,0.94,2185,329,1116.6,Sea,Storm,11.4,Medium,0
409,18-01-2023 00:00,0.69,59,274,1600.4,Air,Rain,2.4,High,0
410,18-01-2023 01:00,0.74,4695,497,834.1,Road,Storm,52.9,High,0
411,18-01-2023 02:00,0.83,1072,178,1721.6,Air,Fog,59.2,Low,0
412,18-01-2023 03:00,0.92,719,412,773.4,Sea,Fog,41.3,Medium,0
413,18-01-2023 04:00,0.98,2590,123,1089.7,Road,Rain,65.5,Medium,0
414,18-01-2023 05:00,1,2627,395,899.1,Road,Storm,32.1,High,0
415,18-01-2023 06:00,0.71,4721,401,1068.8,Sea,Fog,10.4,Low,0
416,18-01-2023 07:00,0.68,4627,158,282.6,Sea,Fog,31.9,Medium,1
417,18-01-2023 08:00,0.8,3501,180,1530.4,Air,Clear,40.6,Medium,1
418,18-01-2023 09:00,0.82,206,404,286.7,Sea,Storm,58.1,High,1
419,18-01-2023 10:00,0.86,2558,51,899.7,Sea,Storm,71.4,High,0
420,18-01-2023 11:00,0.64,994,151,1275.6,Air,Storm,47.3,Medium,0
421,18-01-2023 12:00,0.86,1979,62,445.5,Road,Fog,59.3,Medium,0
422,18-01-2023 13:00,0.97,2349,406,1972.8,Rail,Rain,39.6,Medium,1
423,18-01-2023 14:00,0.97,3172,489,1370.2,Road,Storm,1.1,High,0
424,18-01-2023 15:00,0.98,537,156,260.4,Rail,Storm,6.1,Low,0
425,18-01-2023 16:00,0.97,3338,379,1977,Air,Clear,9.5,Medium,1
426,18-01-2023 17:00,0.98,1473,123,689.3,Sea,Fog,66.5,Low,0
427,18-01-2023 18:00,0.62,4641,308,1700,Air,Fog,2,Low,0
428,18-01-2023 19:00,0.97,3423,151,677.5,Air,Fog,36.2,Low,1
429,18-01-2023 20:00,0.71,464,387,1197.7,Road,Fog,31.1,High,0
430,18-01-2023 21:00,0.73,4285,143,1458.5,Air,Storm,57.8,Medium,0
431,18-01-2023 22:00,0.78,4569,331,800.9,Air,Storm,50.8,High,1
432,18-01-2023 23:00,0.98,3290,51,1967.8,Rail,Storm,3.3,Low,0
433,19-01-2023 00:00,0.84,3198,124,1777.6,Road,Clear,32.9,Medium,0
434,19-01-2023 01:00,0.74,1555,329,482.4,Air,Rain,52,High,0
435,19-01-2023 02:00,0.75,546,440,1356.7,Air,Rain,32.9,Medium,0
436,19-01-2023 03:00,0.96,4766,107,870.2,Sea,Storm,19.4,High,1
437,19-01-2023 04:00,0.93,1570,314,1786,Road,Rain,29.8,Medium,0
438,19-01-2023 05:00,0.66,3170,168,313.5,Sea,Storm,29.2,Medium,0
439,19-01-2023 06:00,0.7,4813,426,1501.4,Road,Rain,42.8,High,0
440,19-01-2023 07:00,0.75,4607,107,779.4,Sea,Clear,48.6,Low,0
441,19-01-2023 08:00,0.69,2960,153,1024.9,Air,Rain,23.4,High,1
442,19-01-2023 09:00,0.83,426,276,1384.5,Sea,Fog,3.5,High,0
443,19-01-2023 10:00,0.69,4730,285,420.9,Road,Clear,52.2,Medium,0
444,19-01-2023 11:00,0.83,3056,428,207,Road,Rain,6.1,Medium,0
445,19-01-2023 12:00,0.97,3007,20,531.1,Road,Storm,48.4,Medium,0
446,19-01-2023 13:00,0.94,3159,198,822.6,Air,Clear,68.7,Medium,0
447,19-01-2023 14:00,0.64,3918,494,599.4,Sea,Rain,30.5,Medium,1
448,19-01-2023 15:00,0.68,4506,455,438.5,Road,Clear,69.4,Medium,0
449,19-01-2023 16:00,0.77,3190,474,1416.9,Road,Storm,67.4,Medium,1
450,19-01-2023 17:00,0.86,4132,200,1519.3,Sea,Rain,64.9,Medium,0
451,19-01-2023 18:00,0.75,719,342,1797.6,Rail,Clear,54.9,High,0
452,19-01-2023 19:00,0.7,2290,56,589.1,Road,Rain,47.6,High,0
453,19-01-2023 20:00,0.74,786,185,1448.3,Road,Storm,42,Low,0
454,19-01-2023 21:00,0.68,1062,86,165.5,Air,Clear,44,Low,1
455,19-01-2023 22:00,0.94,4788,171,418.4,Air,Storm,69.2,High,1
456,19-01-2023 23:00,0.88,3924,487,280.3,Air,Fog,13.2,High,0
457,20-01-2023 00:00,0.76,1069,47,472.1,Road,Clear,33.2,Medium,0
458,20-01-2023 01:00,0.88,312,413,1410.8,Rail,Clear,38.1,Low,0
459,20-01-2023 02:00,0.81,1938,419,359.1,Air,Rain,62.3,High,0
460,20-01-2023 03:00,0.81,2876,15,1489.9,Air,Storm,2.6,High,0
461,20-01-2023 04:00,0.75,2353,394,959.9,Rail,Storm,68.5,High,1
462,20-01-2023 05:00,0.8,1224,168,1463.9,Rail,Clear,34.3,Medium,0
463,20-01-2023 06:00,0.99,817,123,1030.2,Road,Clear,18.8,Low,0
464,20-01-2023 07:00,0.91,289,66,809.8,Rail,Clear,41,Low,0
465,20-01-2023 08:00,0.93,1174,189,1902.2,Sea,Fog,27.7,High,0
466,20-01-2023 09:00,0.65,4057,448,1477.5,Air,Clear,55.6,Low,1
467,20-01-2023 10:00,0.8,3506,410,1629.4,Road,Storm,24.7,Medium,1
468,20-01-2023 11:00,0.75,3965,10,1000.4,Rail,Clear,58.2,High,0
469,20-01-2023 12:00,0.64,3881,441,111.9,Road,Fog,15.6,High,0
470,20-01-2023 13:00,0.76,3608,387,1138.4,Sea,Clear,30.2,Low,0
471,20-01-2023 14:00,0.63,596,308,1125.8,Air,Rain,62.3,High,0
472,20-01-2023 15:00,0.69,2406,451,1741.7,Air,Clear,44.9,High,0
473,20-01-2023 16:00,0.92,4831,224,1339.7,Road,Fog,43.4,Low,0
474,20-01-2023 17:00,0.87,4950,298,40.4,Sea,Rain,35.2,Low,0
475,20-01-2023 18:00,0.88,3834,445,536.4,Rail,Storm,59.3,Low,0
476,20-01-2023 19:00,0.63,3369,136,1516.1,Rail,Fog,36.4,High,1
477,20-01-2023 20:00,0.67,2793,199,1016.5,Air,Clear,59.6,Medium,0
478,20-01-2023 21:00,0.61,2988,406,1421.3,Sea,Rain,44.4,High,1
479,20-01-2023 22:00,0.64,4969,200,1078.6,Road,Clear,67.5,High,0
480,20-01-2023 23:00,0.64,1096,300,781.7,Air,Rain,39.1,Medium,1
481,21-01-2023 00:00,0.98,1306,434,1712,Rail,Rain,8.6,High,0
482,21-01-2023 01:00,0.96,3785,421,470.2,Air,Fog,55.6,High,0
483,21-01-2023 02:00,0.68,4685,401,29.6,Road,Storm,57.2,Low,1
484,21-01-2023 03:00,0.7,127,399,141.6,Rail,Storm,68.8,High,0
485,21-01-2023 04:00,0.98,1321,196,209.1,Air,Storm,58.5,High,0
486,21-01-2023 05:00,0.83,484,431,1115.5,Sea,Clear,29.1,Medium,1
487,21-01-2023 06:00,0.75,4208,427,928.6,Air,Fog,32.6,Low,1
488,21-01-2023 07:00,0.79,2448,355,498.9,Rail,Rain,65.5,Medium,0
489,21-01-2023 08:00,0.71,311,25,131.8,Sea,Rain,42.8,High,1
490,21-01-2023 09:00,0.83,4958,47,1392.5,Road,Clear,41.4,Low,0
491,21-01-2023 10:00,0.89,711,185,1610.4,Rail,Rain,16.8,High,0
492,21-01-2023 11:00,0.81,1778,371,1456.8,Road,Storm,6.5,Low,0
493,21-01-2023 12:00,0.93,3605,364,1223.1,Rail,Storm,8.2,Low,0
494,21-01-2023 13:00,0.65,4568,415,1674.5,Sea,Fog,68.1,Low,1
495,21-01-2023 14:00,0.84,716,147,693.5,Air,Clear,23.5,Medium,0
496,21-01-2023 15:00,1,4196,300,347.3,Air,Fog,40.2,High,0
497,21-01-2023 16:00,0.66,1305,25,1629,Sea,Storm,40.2,High,1
498,21-01-2023 17:00,0.8,328,49,1131.9,Road,Storm,56.1,Medium,0
499,21-01-2023 18:00,0.85,4542,104,551.7,Road,Rain,61.9,Low,0
500,21-01-2023 19:00,0.74,1325,57,1823,Sea,Clear,31.3,High,0
501,21-01-2023 20:00,0.99,4132,308,699.2,Air,Storm,56.9,Low,0
502,21-01-2023 21:00,0.79,2276,307,1933.9,Road,Fog,2.3,High,0
503,21-01-2023 22:00,0.79,1381,425,1498.1,Sea,Clear,12.3,Medium,0
504,21-01-2023 23:00,0.96,1677,325,648.3,Sea,Fog,70.8,Medium,1
505,22-01-2023 00:00,0.61,3237,106,1915.6,Air,Clear,35.4,Medium,1
506,22-01-2023 01:00,0.95,4580,373,18.6,Air,Fog,20.5,Medium,0
507,22-01-2023 02:00,0.65,4358,482,623.4,Road,Storm,68.2,Medium,0
508,22-01-2023 03:00,0.75,2246,335,1720.7,Air,Fog,20,High,0
509,22-01-2023 04:00,0.8,349,351,490.9,Sea,Fog,54,Low,1
510,22-01-2023 05:00,0.79,4820,73,1409.9,Sea,Fog,55.7,High,0
511,22-01-2023 06:00,0.62,2105,209,1510.9,Air,Rain,23.9,High,0
512,22-01-2023 07:00,0.73,1828,332,754.6,Rail,Storm,12.9,Medium,0
513,22-01-2023 08:00,0.74,3938,82,429.2,Air,Storm,7.7,Medium,1
514,22-01-2023 09:00,0.98,3817,397,798.8,Rail,Storm,47.5,Medium,0
515,22-01-2023 10:00,0.97,819,326,249.1,Sea,Clear,35.3,Low,0
516,22-01-2023 11:00,0.83,3168,145,1038.4,Sea,Clear,65.1,High,1
517,22-01-2023 12:00,0.97,4197,329,1907.4,Road,Fog,23.8,Low,1
518,22-01-2023 13:00,0.95,1745,303,1769.3,Rail,Storm,67.9,High,1
519,22-01-2023 14:00,0.75,3856,17,1196.3,Air,Fog,4.5,Low,0
520,22-01-2023 15:00,0.65,4790,49,1288.2,Rail,Rain,34,High,0
521,22-01-2023 16:00,0.84,2562,97,1174.2,Rail,Clear,69.7,Medium,0
522,22-01-2023 17:00,0.73,667,140,1438.4,Air,Rain,4.1,Medium,0
523,22-01-2023 18:00,0.6,2884,202,441.3,Air,Fog,6.7,Low,1
524,22-01-2023 19:00,0.99,2615,313,571.1,Rail,Storm,44,Low,0
525,22-01-2023 20:00,0.99,3285,129,246.9,Rail,Fog,21.2,High,0
526,22-01-2023 21:00,0.81,842,116,943.9,Rail,Rain,41.2,High,0
527,22-01-2023 22:00,0.85,3495,131,291.4,Air,Rain,71.6,Medium,0
528,22-01-2023 23:00,0.87,1367,181,868.6,Road,Storm,52.6,High,0
529,23-01-2023 00:00,0.97,2616,168,1329.5,Road,Storm,61.9,High,0
530,23-01-2023 01:00,0.79,3874,41,922.3,Sea,Fog,37.5,Medium,1
531,23-01-2023 02:00,0.83,3854,473,1787.7,Air,Storm,19.1,Medium,0
532,23-01-2023 03:00,0.69,4674,69,273.8,Sea,Clear,46.6,Medium,0
533,23-01-2023 04:00,0.7,2669,277,803.4,Rail,Fog,20,Medium,1
534,23-01-2023 05:00,0.81,1148,63,1948.4,Sea,Rain,67.3,Medium,0
535,23-01-2023 06:00,0.69,4446,381,276.9,Road,Fog,69,Medium,0
536,23-01-2023 07:00,0.61,3473,118,1130.2,Air,Clear,68.8,Medium,0
537,23-01-2023 08:00,0.75,2421,17,1093.8,Road,Fog,50.6,Medium,0
538,23-01-2023 09:00,0.9,1363,145,1844.4,Rail,Clear,13.3,Low,0
539,23-01-2023 10:00,0.71,1549,285,1734.8,Rail,Rain,68.1,Medium,0
540,23-01-2023 11:00,0.95,2931,152,1233.3,Air,Clear,8,Low,1
541,23-01-2023 12:00,0.88,317,22,1978.9,Road,Clear,30.2,High,0
542,23-01-2023 13:00,0.86,4407,250,244.3,Road,Storm,25.6,Medium,0
543,23-01-2023 14:00,0.96,163,438,1403.6,Sea,Storm,20.1,Low,1
544,23-01-2023 15:00,0.63,3887,28,1470,Rail,Clear,4.1,Low,1
545,23-01-2023 16:00,0.67,3189,140,832.4,Road,Storm,27.2,Low,0
546,23-01-2023 17:00,0.96,937,203,1801.5,Air,Storm,9.5,Medium,1
547,23-01-2023 18:00,0.96,3106,247,391.9,Sea,Fog,4.5,High,1
548,23-01-2023 19:00,0.63,2994,34,31.6,Rail,Fog,63.8,Medium,1
549,23-01-2023 20:00,0.91,2682,343,40.7,Rail,Storm,43.7,High,1
550,23-01-2023 21:00,0.61,4726,79,615.7,Sea,Storm,34.5,Low,0
551,23-01-2023 22:00,0.65,3470,186,1627.9,Rail,Fog,28.9,High,0
552,23-01-2023 23:00,0.64,1311,177,1594.8,Sea,Rain,24,Medium,1
553,24-01-2023 00:00,0.72,4655,121,1063.6,Rail,Storm,29.5,Low,0
554,24-01-2023 01:00,0.76,2168,359,771.9,Road,Storm,57.8,Low,1
555,24-01-2023 02:00,0.96,688,384,1768.9,Sea,Rain,66.8,High,0
556,24-01-2023 03:00,0.77,449,486,1856.4,Air,Rain,58.7,Medium,0
557,24-01-2023 04:00,0.65,3897,154,1254.2,Sea,Fog,1.2,High,0
558,24-01-2023 05:00,0.71,2002,150,1859.7,Air,Rain,42.8,Medium,0
559,24-01-2023 06:00,0.6,468,44,895.8,Road,Rain,45.1,Medium,0
560,24-01-2023 07:00,0.61,3624,230,1258.8,Air,Fog,4.2,High,1
561,24-01-2023 08:00,0.77,391,172,728.5,Rail,Clear,52.2,Medium,0
562,24-01-2023 09:00,0.8,639,199,1325.4,Rail,Clear,15.6,High,0
563,24-01-2023 10:00,0.7,4260,319,1801.6,Air,Fog,8.1,High,0
564,24-01-2023 11:00,0.75,1865,222,1079.9,Air,Fog,53.4,Medium,0
565,24-01-2023 12:00,0.64,2584,188,899.2,Air,Clear,21.3,Medium,0
566,24-01-2023 13:00,0.86,3243,168,1438,Road,Clear,17.9,High,0
567,24-01-2023 14:00,0.76,4511,410,566.6,Rail,Storm,49,Low,0
568,24-01-2023 15:00,0.66,2255,231,1162.3,Road,Storm,58.3,High,0
569,24-01-2023 16:00,0.8,1373,439,1142.4,Road,Fog,7.2,Low,1
570,24-01-2023 17:00,0.68,351,67,519.1,Road,Clear,21.9,Medium,0
571,24-01-2023 18:00,0.72,406,264,170.8,Sea,Storm,44.1,Low,1
572,24-01-2023 19:00,0.65,923,310,490.1,Air,Rain,24.4,Medium,0
573,24-01-2023 20:00,0.91,2715,456,100.2,Rail,Clear,5.9,High,0
574,24-01-2023 21:00,0.71,2519,421,268.4,Road,Rain,62.8,Low,0
575,24-01-2023 22:00,0.98,2586,370,1210.2,Air,Rain,16.3,Low,1
576,24-01-2023 23:00,0.76,4918,428,132.8,Rail,Fog,42.4,High,0
577,25-01-2023 00:00,0.66,432,148,1642,Rail,Rain,68,Low,0
578,25-01-2023 01:00,0.88,2130,469,259.1,Road,Clear,37.3,Medium,0
579,25-01-2023 02:00,0.89,1552,124,168.1,Road,Rain,18.7,Medium,0
580,25-01-2023 03:00,0.95,2108,492,65.9,Sea,Rain,22.2,High,1
581,25-01-2023 04:00,0.65,4173,498,610.9,Sea,Rain,65.3,Low,0
582,25-01-2023 05:00,0.92,3981,197,1149.2,Rail,Clear,9.3,High,1
583,25-01-2023 06:00,0.94,814,415,926,Road,Fog,58.8,Low,0
584,25-01-2023 07:00,0.72,1531,102,1441.7,Rail,Fog,20.6,Low,0
585,25-01-2023 08:00,0.78,1211,85,1837.9,Road,Storm,1.1,Medium,0
586,25-01-2023 09:00,0.85,530,46,1456.8,Sea,Storm,28.9,Low,1
587,25-01-2023 10:00,0.7,1596,409,538.1,Road,Fog,8.4,Low,1
588,25-01-2023 11:00,0.95,3038,176,78.7,Rail,Storm,4,Low,0
589,25-01-2023 12:00,0.88,1449,477,1335.9,Air,Storm,54.5,Medium,0
590,25-01-2023 13:00,0.94,2552,60,148.5,Air,Clear,68,Medium,0
591,25-01-2023 14:00,0.78,3769,73,1066.8,Rail,Rain,40.8,Medium,0
592,25-01-2023 15:00,0.81,2510,69,727.2,Air,Clear,31.6,Medium,1
593,25-01-2023 16:00,0.68,535,328,1255.8,Road,Rain,27.1,High,0
594,25-01-2023 17:00,0.73,758,157,1649.4,Road,Fog,16.2,Medium,0
595,25-01-2023 18:00,0.89,731,217,1061.7,Rail,Storm,8.5,Low,0
596,25-01-2023 19:00,0.98,3204,476,1220.5,Air,Clear,54.3,Low,1
597,25-01-2023 20:00,0.66,1679,333,1577.6,Air,Storm,51.4,Low,1
598,25-01-2023 21:00,0.62,3739,11,658.1,Road,Rain,45,High,0
599,25-01-2023 22:00,0.63,1660,161,1267.6,Road,Storm,46.1,High,0
600,25-01-2023 23:00,0.77,2580,371,145.7,Road,Rain,1.9,High,1
601,26-01-2023 00:00,0.92,3806,135,631.7,Road,Fog,67.8,Low,1
602,26-01-2023 01:00,0.69,4312,110,958.1,Rail,Storm,22,Medium,1
603,26-01-2023 02:00,0.79,4349,156,1918.4,Road,Rain,29.7,Low,0
604,26-01-2023 03:00,0.81,4734,67,340,Air,Clear,9,Low,1
605,26-01-2023 04:00,0.94,2981,287,1495,Rail,Rain,44.2,Low,1
606,26-01-2023 05:00,0.67,1901,96,1541.4,Air,Storm,2.8,Medium,0
607,26-01-2023 06:00,0.61,1568,150,950.1,Sea,Rain,31,Low,0
608,26-01-2023 07:00,0.8,861,426,301.6,Road,Rain,2.3,Medium,0
609,26-01-2023 08:00,0.74,1743,491,384.2,Rail,Fog,28.5,Low,0
610,26-01-2023 09:00,0.72,304,452,610.4,Road,Storm,6.1,Low,1
611,26-01-2023 10:00,0.91,2187,174,1238.9,Rail,Rain,25.2,Low,0
612,26-01-2023 11:00,0.87,1390,83,6.6,Sea,Clear,70.1,High,0
613,26-01-2023 12:00,0.63,1100,436,1570.7,Air,Storm,35.7,Low,0
614,26-01-2023 13:00,0.82,1112,302,481.6,Rail,Storm,26.7,Low,0
615,26-01-2023 14:00,0.92,168,17,1288.7,Air,Storm,65,High,0
616,26-01-2023 15:00,0.96,1977,408,1545,Rail,Storm,12,Medium,0
617,26-01-2023 16:00,0.6,615,253,326,Rail,Fog,39.9,Low,0
618,26-01-2023 17:00,0.92,2145,396,1742.8,Air,Clear,47.5,Low,0
619,26-01-2023 18:00,0.62,475,438,1109.2,Road,Fog,33.3,Medium,0
620,26-01-2023 19:00,0.87,1817,286,1935.6,Rail,Rain,54.2,Low,1
621,26-01-2023 20:00,0.84,1744,303,1969.7,Road,Rain,6.5,High,1
622,26-01-2023 21:00,0.98,1519,269,1265.5,Sea,Storm,2.3,Low,0
623,26-01-2023 22:00,0.85,3217,87,455.9,Sea,Fog,68.3,High,0
624,26-01-2023 23:00,0.63,2944,465,1996.1,Rail,Storm,5.3,Low,1
625,27-01-2023 00:00,0.87,4249,430,1621.4,Air,Storm,45.8,High,0
626,27-01-2023 01:00,0.7,2343,97,1957.1,Rail,Rain,48.2,Medium,0
627,27-01-2023 02:00,0.93,3668,411,1262.6,Rail,Clear,22,Low,0
628,27-01-2023 03:00,0.61,1958,30,1031,Road,Storm,33.4,Low,0
629,27-01-2023 04:00,0.73,3261,143,1885.8,Rail,Rain,67.2,Medium,0
630,27-01-2023 05:00,0.87,2229,395,1464.2,Rail,Fog,62.4,Low,0
631,27-01-2023 06:00,0.66,891,58,427.9,Rail,Fog,7.9,High,0
632,27-01-2023 07:00,0.86,3672,420,1262.2,Air,Storm,56.3,High,0
633,27-01-2023 08:00,0.88,3672,434,1176.2,Air,Rain,41.4,Low,0
634,27-01-2023 09:00,0.89,3926,162,1645.9,Sea,Rain,26.3,High,0
635,27-01-2023 10:00,0.95,3714,214,329,Road,Fog,13.5,Medium,0
636,27-01-2023 11:00,0.77,1004,342,1716.7,Sea,Clear,34.4,High,0
637,27-01-2023 12:00,0.66,687,125,1709.2,Air,Clear,30.2,Low,1
638,27-01-2023 13:00,0.7,4062,490,237.2,Sea,Clear,32.2,High,0
639,27-01-2023 14:00,0.76,4160,149,239.8,Air,Clear,14.5,Low,0
640,27-01-2023 15:00,0.62,3623,47,827.7,Road,Fog,53.3,Low,1
641,27-01-2023 16:00,0.88,2911,457,661.1,Rail,Clear,29.4,High,0
642,27-01-2023 17:00,0.63,2478,334,1506.6,Air,Fog,27.1,Medium,0
643,27-01-2023 18:00,0.62,3348,497,136.1,Air,Storm,2.6,Medium,1
644,27-01-2023 19:00,0.97,1424,13,1071.9,Rail,Storm,3.3,Medium,0
645,27-01-2023 20:00,0.92,3287,251,506.6,Sea,Rain,33.7,High,0
646,27-01-2023 21:00,0.7,1634,354,1678.8,Road,Storm,33.8,High,0
647,27-01-2023 22:00,0.74,4909,79,990.7,Air,Rain,49.6,Low,0
648,27-01-2023 23:00,0.93,67,13,1193.7,Sea,Clear,10.5,High,1
649,28-01-2023 00:00,0.85,4632,214,104,Sea,Rain,67.3,Low,0
650,28-01-2023 01:00,0.71,1155,53,1818.1,Road,Rain,11.7,High,0
651,28-01-2023 02:00,0.78,4409,296,814.8,Road,Clear,61.7,Medium,0
652,28-01-2023 03:00,0.94,862,444,1434.5,Air,Clear,9.1,High,0
653,28-01-2023 04:00,0.6,314,204,434.6,Rail,Clear,22,Low,0
654,28-01-2023 05:00,1,981,282,1009,Air,Fog,1.2,Low,0
655,28-01-2023 06:00,0.83,1833,352,1601.6,Air,Clear,67.4,Low,1
